Nama,Ulasan,Tanggal,Pasar
Aulia Valentine,bersih,2020-10-14,Kotagede
Thelars Hasan,"macet, kumuh",2019-10-14,Kotagede
Marie Montante,Tidak terbuka dan tidak ada apa pun di sekitarnya. Jangan rekomendasikan,2024-04-14,Kotagede
Muhammad Tamrin,Setiap pasar legi...... Muacet pol,2015-10-14,Kotagede
Nursholeh Yadi,bertemu besok kemacetan lalu lintas,2015-10-14,Kotagede
maz ross,Khotbah,2021-10-14,Kotagede
citra jogja,Macet-e poooollll,2018-10-14,Kotagede
victor stoner,Ramebro,2019-10-14,Kotagede
Ari Prasetyo,Yaitu,2015-10-14,Kotagede
Faizal Faizalarif,Jozzz,2018-10-14,Kotagede
Ashari Ashari,Pesanan Sepiii,2020-10-14,Kotagede
Pujowanto Wanto,Barat,2019-10-14,Kotagede
Jati Rinawan,tempat yang salah,2018-10-14,Kotagede
rino raines,"Parkir sempit, didalam gelap dan kumuh",2024-07-14,Kotagede
Hend' Prayogo,"Lalulintas masih semrawut karna jalannya kurang lebar, area parkir banyak memakai badan jalan dan pedagang masih banyak yang keluar dari area pasar.
Mungkin sebaiknya disediakan area parkir atau jalan dijadikan 1 arah saja untuk semua moda kendaraan",2021-10-14,Kotagede
Suradi Bendet,"Wauww siapa gak senang berknjng di pasar kotagedhe,....pasar tradisional semi modern, bisa dibilang gak pernah sepi aktivitas pdagang dri pagi sampai malem ramai sekali, tersedia berbagai kebutuhan pokok sehari-hari, letaknya strategis …",2019-10-14,Kotagede
lestari dwi,"Salah satu pelayan nya jutek judes, wlpn mulut ketutup masker tp sorot matanya kliatan. Aq ganti ukuran cup plastik dia naruhnya sambil kesal. Udh gitu plastik 1 bungkus belom dimasukkan gak di cek dlu. Udh bayar tp barangnya msh ditoko.",2022-10-14,Kotagede
Mugi Suyatno,Setiap sore hari ada Bapak penjual apem dg citarasa tradisionalnya + banyak penjual jajajan & lauk👍👍 …,2023-10-14,Kotagede
Sri Muryati,Sebaiknya   pasar  Kotagede  dperbaiki supaya  bagus  penempatannya. Saat   ini dalam penataan  masih campur bawur  antara  penjual  sate  berdekatan dg  penjual baju..tas dll. Supaya  wisatawan  belanja  itu  nyaman  & mudah mencarinya.  Pasar  yg  lain  sudah  bagus..' mengapa  pasar  Kotagede  masih seperti  itu..?,2021-10-14,Kotagede
Agung Rahmadi,"Parkir mobil gak ada, jln sempit kanan kiri udah di buat parkir motor yg sering bikin macet susah jalan,apa lagi kalau pas pasaran legi mobil  gak bisa lewat",2023-10-14,Kotagede
Tri Kristiyani,"Aku tdk benci tempat ini yaa ...
malah kadang merasa kangen pengin belanja ke pasar ini
Banyak barang aneka kebutuhan sehari2 yg bs kt dptkan disini, selain itu …",2019-10-14,Kotagede
ferry wenas,"Sudah terlalu padat dan semrawut pd jam2 tertentu khususnya diluar pasar sisi utara, banyak pedagang kaki lima yg berjualan dan parkir motor di badan jalan...jadi macet.",2022-10-14,Kotagede
Herry Basara,"Salah satu pasar tradisional yang ada di Yogyakarta, seperti pada umumnya pasar pasar yang ada, disini cukup banyak tersedia barang atau makanan yang kita butuhkan, hanya sayang kondisi lingkungan sekitar sangat sempit, sulit parkir …",2019-10-14,Kotagede
Sutarno Darmo,"Adalah pasar tradisional yang masih memcerminkan suasana pasar di masa kejayaan kerajaan Mataram.
Tempat ini terletak di bagian timur  Kotagede, yaitu kota lama Jogjakarta tempo doeloe yang berada di sebelah tenggara kota Jogjakarta.",2018-10-14,Kotagede
Redmi 5a,Jarak antara jalan aspal untuk kendaraan dg penjual tterutama makanan yg tdk menutup dagangannya dg tutup yg memadahi dari segi kesehatan terlalu dekat,2020-10-14,Kotagede
Suwondo Jogja,Pengalaman saya di pasar kota gede cukup mengesankan karena makanannya banyak yang ditawarkan tinggal pilih,2021-10-14,Kotagede
Isnaeni Desanti,seneng pas jajan telor gulung malem tpi gasuka pas diajak videoklip disana males-_- tempatnya kurangg bersih,2022-10-14,Kotagede
Purwo Darmanto,"Pedagangnya ngasal bikin harganya,, pasar tradisional yang mahal,,pedagangnya kurang ramah",2021-10-14,Kotagede
Saptono Nugroho,"Meski sdh banyak perubahan disana sini, namun pasar legi yg identik dengan pasar burung berkicau yg berada diluar pasar, masih eksis sampe saat ini.",2017-10-14,Kotagede
Endar Purwanto,"Banyak jajanan pasar(makanan tradisional) klau kangen jajanan waktu kecil kesini aj, suasananya juga enak",2019-10-14,Kotagede
paryanto trendy,Beli snack banyak sekali..,2018-10-14,Kotagede
joni joni,masih perlu dibenahi sana sini terutama kebersihan karena bau sampah tercium di sekeliling pasar,2021-10-14,Kotagede
Adi Indrayana,Kurang tersedia tempat parkir mobil yg cukup utk pengunjung dari luar,2019-10-14,Kotagede
riswan hidayat,"Okeh copet e, ana group copet e  tur da barengan le nyopet. mesti iki terpengaruh sinetron sik kae",2019-10-14,Kotagede
Iswanto Agus Harfian,Aneka barang dagangan komplit dan lingkungannya nyaman.,2023-10-14,Kotagede
dyon haryanto,"harga sesuai kantong mahasiswa,,porsi menyesuaikan harga ,,rasa biasa saja,,",2021-10-14,Kotagede
Rizanet M.,"Parkir semrawut, kurang tertata pedagang kurang ramah, kotor tempatnya",2019-10-14,Kotagede
Azharudin Abdurachman,"Sangat padat, terlalu banyak dagangan diluar pasar, lalulintas semrawut",2017-10-14,Kotagede
fairus fitri astuti,Area parkirnya makan badan jalan. Bikin macet.,2021-10-14,Kotagede
faris dan aira,Kurang nyaman pengaturan parkirnya dibadan jalan,2021-10-14,Kotagede
nakama,"Pasaranya oke , cuman tempat kumuh na ga tertata dengan baik",2020-10-14,Kotagede
Kirana.Irdinayla,penataan parkir dan lapak jualannya semrawut,2022-10-14,Kotagede
Feri Art desain,Ccok untuk yang suka kemasan dsini tmpatnya,2022-10-14,Kotagede
Muhammad Faliq Fajri,WC susah,2024-01-14,Kotagede
adhi wibowo,"Rame. Jalan sempit, susah parkir mobil",2021-10-14,Kotagede
Ziyad Alwafie,Kurang suka kalo pagi sering macet,2018-10-14,Kotagede
Aryo Cething,Kurang nyaman terlalu rame tidak teratur,2019-10-14,Kotagede
Sri Rahayu,Bisa tawar menawar,2021-10-14,Kotagede
exsan arsitek,"Pasarnya bagus, parkirnya sempit",2019-10-14,Kotagede
kasim,Kurang bersih kendaraan semerawut,2023-10-14,Kotagede
Tusidi Karyono,Unik,2023-12-14,Kotagede
Rianta,pasarnya ramai,2017-10-14,Kotagede
Nanang Sudarsono,Recomend bgt dsni,2023-10-14,Kotagede
Fredy Tm,Harus lebih pagi,2020-10-14,Kotagede
Azizah Rahman,Sekarang kotor pasarnya,2018-10-14,Kotagede
Badarudin Udin,Bagus Rame lancar,2019-10-14,Kotagede
"Prof Mudrajad Kuncoro, PhD",agak sepi di waktu malam,2022-10-14,Kotagede
Candra Putra,Macet jalanan kecil,2017-10-14,Kotagede
Orlando Printing,Ramai,2023-10-14,Kotagede
Denok Lestari,Bagus,2023-10-14,Kotagede
Misko Bariandi,Pasar dengan sejarah Yogya masa lalu,2017-10-14,Kotagede
Atun ASA,Sangat ramai,2019-10-14,Kotagede
Martha_JR,🤐🤐🤐 …,2018-10-14,Kotagede
Dalijan Ebit,murah,2022-10-14,Kotagede
Elida Isna,Lengkap smua,2019-10-14,Kotagede
Anita _,Kurang bersih,2019-10-14,Kotagede
Ganbate,susah parkir,2019-10-14,Kotagede
Rayhan Nur Maulana,Oke,2019-10-14,Kotagede
Danang Sutowijoyo,Macet,2016-10-14,Kotagede
Krisna Yuda,kurang bagus,2018-10-14,Kotagede
cah Soo low,Semrawut,2019-10-14,Kotagede
April Apriliyana,Lumayan,2018-10-14,Kotagede
Mamaliem Aliem,Gelap d dalam pasar,2020-10-14,Kotagede
Febri Lestanto,Oke,2020-10-14,Kotagede
RUDDI BRAMA 61,Makin semrawut,2020-10-14,Kotagede
Mulya Widada,"Sedang"" Saja",2019-10-14,Kotagede
rini anggraeni,"Terasa seperti penduduk setempat. Bagus jika Anda punya banyak waktu untuk mengambil beberapa foto di sini. Ada beberapa toko perak di sini. Sayangnya, tempat ini bukan gayaku.",2020-10-14,Kotagede
Raida Nadia Syahita,"sekarang kita sedang berjuang melawan COVID-19, tapi pasarnya terlalu banyak orang di sana. Banyak orang yang tidak memakai masker.",2020-10-14,Kotagede
Hernawati Santoso,Jalannya terlalu sempit dan padat,2017-10-14,Kotagede
David Woesing,Menunggu terlalu lama...,2022-10-14,Kotagede
Yoshida Yanuar,Ke belakang,2020-10-14,Kotagede
Ardi Sepriyano,kurang aman,2021-10-14,Kotagede
Mama Cantik1234,"Komplit di pasar ini di jual semua kebutuhan pokok dari beras,sayur,sampai buah ada daging sapi,ayam dan penggilingan bakso juga di dalam  ada yg jualan soto,sate bawang merah goreng asli pun ada😁 …",2023-10-14,Kotagede
Arum Kusuma Dewi,"Pasarnya tidak terlalu besar, terkenal dgn jajanan tradisionalnya yg sangat banyak dan beragam. Bagi pecinta jamu, jgn lupa mmpir ke sini untik coba jamu yg diperas lngsung dr pembuatnya.",2020-10-14,Kotagede
arifahfafa,"Pasar tradisional yang beroperasi setiap hari. Menyediakan semua keperluan  khususnya tiap Pasaran Wage, pasar ini lebih ramai, karena ada jual beli berbagai macam unggas. sehingga pasar menjadi jauh lebih ramai dari hari biasanya, bahkan …",2019-10-14,Kotagede
desy kirana,"konon katanya ini pasar tertua di jogja. Bahkan udah ada dari sebelum ada kraton.
Jualannya memang komplit banget sih. Terutama makanan + jajanan pasar. …",2019-10-14,Kotagede
Eri Prasongko,Saya ke pasar ini untuk mengerjakan tugas kuliah mengenai pengelolaan sampah di pasar ini. Tetapi saat pertama kali saya mewawancara salah satu penjual disana saya mendapati respon yg kurang baik oleh pedagang di pasar ini. Sangat disayangkan.,2019-10-14,Kotagede
a lisnanto gathi,slalah satu pasar tradisional tertua di kota jogja. saat sore hari juga ramai dengan pedagang kulinernya di bagian depan pasar. agak semrawut parkirnya. yang perlu dicoba adalah kue kipo dan kue waru khas kotagede,2020-10-14,Kotagede
Muttaqien Badawi,Pasar tradisional yg berlokasi di Kotagede Yogyakarta....agak susah bawa kendaraan roda 4 unt.parkirnya..padat merayap lalu lintas tasnya sementara ruas jalan masih sempit....belanja harian disini demi membantu saudara2ku unt.meningkatkan ekonomi rakyat daripada belanja di supermarket....,2018-10-14,Kotagede
AppanaDonk?,Jajanan pasar lumayan lengkap. Abang becak asal markir becaknya jd bikin kurang nyaman.....,2020-10-14,Kotagede
rahmi rahmi,Banyak yg jual kue2 basah 👍🏻👍🏻 …,2021-10-14,Kotagede
Bu Mar,"Pasar tradisional yg banyak tersedia jajanan,makanan tradisional, jamu....Dan selalu ramai",2024-03-14,Kotagede
DESTIANA PASARIBU (Yana),"Pasarnya kecil, tiap pagi sering macet karna jalur mobil di arahkan lewat pasar yang notabene dikiri dan kanan jalan dipakai untuk parkiran motor pengunjung pasar. Tidak direkomendasikan lewat sini buat orang yang sedang terburu2 kalau …",2022-10-14,Kotagede
Yohna fortinatus,"Pasarnya bersih
Jajanan pasarnya banyak banget",2021-10-14,Kotagede
Mars Xion,"Orangnya ramah ramah , yg saya sayangkan adalah jalan akses disini sering macet bahkan nyaris ga bisa jalan sepeda motor jika ada acara khusus di pasar ini ,,,,",2023-10-14,Kotagede
Eny Sudaryanti,Harus berhati-hati melintas disini karna lalulintas padat dan lumayan ruwet. Diperlukan rekayasa lalulintas untuk mengurai kemacetan di daerah ini apalagi parkir motor mobil di jalan raya memakan badan jalan.,2023-10-14,Kotagede
Upala Yogyakarta,Lalu lalang kemdaraan cukuo ramai dan agak tidak tertata,2024-06-14,Kotagede
Inna Nura,"Pasar komplit dan tiada matinya,,pagi sayur dan jajanan pasar,,siang dan sore jajanan,,jajanan pasarnya top yang sore hari,,mainan anak juga murce,,kalo pas psaran hewan juga rame,,pasar serba komplit..selamat berkunjung...🙂 …",2023-10-14,Kotagede
Liest Setyo,Crowded setiap hari...jlnnya macet sekitar pasar ...pada parkir tdk tertib,2023-12-14,Kotagede
Badar FM,"saya sampai pasar legi ini malam hari, beli ronde disana sama jus, serta nasi goreng, harga lumayan, rasanya jg lumayan",2023-10-14,Kotagede
Ariebudi Wibowo,Cari jajanan pasar tempo doeloe mesti ada disini...,2019-10-14,Kotagede
Faradiana Cristalya,Sebenernya pasa legi tu sy suka liat2 tanaman.tp kl kesana syngnya gk ada tempat parkir mbl.dan kl soal kulinernya blm recomended sy.karna sy pernh beli makanan di sana..ada yg g sdh jamuran dan ada yg rasanya sdh gk layak konsumsi.kl yg lain sih oke,2022-10-14,Kotagede
Murlis Mudra,Pasar favorit utk penduduk Kotagede dsk. Kita mudah utk mencari berbagai kebutuhan dapur n rumah tangga. Harganya relatif lebih murah  utk sebagian kebutuhan pokok n sembako. Jajan pasar juga cukup komplit n ber aneka ragam. Pada jam sibuk …,2020-10-14,Kotagede
Iffah Salsabila,"Pasarnya rame
Jualan berbagai jajanan pasar, kebutuhan sehari-hari, jual sayur dan bumbu …",2018-10-14,Kotagede
Dan Ang,"Warung bakmi Jawa pak e Wawa sudah pindah t4 nggih,sekrang ada di Utara jembatan Tegal gendu,pas pinggir sungai.Dr jembatan udah kelihatan warung nya.Terimakasih buat masukan pelanggan2 bakmi Jawa saya,itu menjadi evaluasi warung saya. …",2022-10-14,Kotagede
Budi Prasetyono,"Sebuah pasar tradisional yang tidak begutu besar, harapan ke depannya perlu direvitalisasi karena usia bangunannya, namun cukup lengkap untuk berbelanja kebutuhan sehari-hari...akan lebih menyenangkan berbelanja di pasar ini saat pasaran …",2023-10-14,Kotagede
joko budaya,"psar trdisionil, yg msih mmprthnkan ciri2 ktrdisionalnya, blum renovasi, upgrade sluruh fsilits pndukung kgiatn pedgang,... nmpak kmuh, parkir kndraan roda2 mngganggu llu lints",2023-10-14,Kotagede
yumna hamidah,"Rame bgt pagi, siang, malam.. yg jual beda2. Kalo pagi pd jual sayur dan bahan pangan mentah lainnya , siang sampe sore banyak jajanan, sore smpe malam ada jajanan, lauk Pauk, dan sandang, perabotan di toko2 depan pasar juga ada. Cari jajanan di sini serba ada ya :)",2018-10-14,Kotagede
isnuryana,"Pasar yg sdh ada sejak jaman dulu. Jika pagi penuh sesak.
Perlu dicari jalan keluar untuk tempat parkir yg memenuhi jalan shg macet.",2023-10-14,Kotagede
galuh diwasasri,"Kalau pas hari Pasaran Legi, pasar jadi penuh sesak dengan orang2 yang menjual berbagai barang. Mulai dari burung, tanaman, aneka perkakas pertanian, sparepart, barang elektronik bekas, pakaian, tentu saja bahan makanan, sayur, buah, dll yang biasa ada di pasar.",2020-10-14,Kotagede
Rina Diyanti,"Kl kepasar ini pas mlm beli barang second murah2 tp masih ttep awet,tp jlnnya terlalu sempit,agak susah mau parkir kl lg pakai mobil",2022-10-14,Kotagede
Sugengbudi Harsono,Banyak makanan tradisional sayang kumuh harga murah parkir susah,2024-02-14,Kotagede
Srisukamti Hadiwijaya,Pasar kota gede Yogyakarta .   Kalo pagi ya ramai lah GK beda dgn.pasar lain . Tapi. Kalo sore malam.juga ramai banyak org jualan makansn Snack .lauk sayur .jamu .   Toko mas. Perhiasan berderet. Banyak .. Khusus kalo sore. Saya sering …,2019-10-14,Kotagede
Karangkajen Mg3860,"Bersejarah, unik, khas, tradisional, tempat berbaur berbagai kalangan masyarakat, para pedagang ramah, harga bersaing. Berada di sana seolah mundur di lorong waktu. …",2020-10-14,Kotagede
Retno Indarti,"Byk hal dijual di sini. Sayur mayur mentah maupun mateng. Ikan daging, lauk pauk. Buah2an.. sop buah, es buah, es dawetnya top. Snack sangat banyak pilihan. Kue kering jg tersedia. Jamu segar peras langsung, ataupun kering adaaa.. baju ada. Namanya juga pasar  😄😃 …",2020-10-14,Kotagede
Handarini Cinta Wati,Banyak jalan searah duh bingung,2023-10-14,Kotagede
Cahya Setiawan,"Pasar tradisional yang kental dengan kesan sederhana meskipun dekat dengan makam raja2 dan masjid mataram. 3 star karena blum ada area parkir khusus ke pasar, jalannya sempit dan panas, belum ada kipas angin.",2017-10-14,Kotagede
Bekti Nurwanto,"Kurang bersih saja, untuk jajanan tradisionalnya enak2 🤤 …",2024-03-14,Kotagede
Joni Joni,"Pasanya bersih yg di dalam lantai keramik kios dan lapak tertata rapi
cuma  bangunanya kurang tinggii kurang memberi sirkulasi aliran udara …",2021-10-14,Kotagede
Kanaya-lukman Khakim,Enak kalau sore...banyak jajanan...harga terjangkau parkir aman...cuma kadang2 kalau pas rame agak macet jalan yang di depan pasar,2022-10-14,Kotagede
Riyatn Rio,Pasar yg berada di kota gede Yogyakarta dimana pasar ini terletak di Utara masjid gede Mataram yaitu masjid peninggalan keraton Mataram pertama kali dan pasar ini sangat bersejarah bahkan sekitar pasar kota gede menjadi tempat wisata karena …,2022-10-14,Kotagede
Hadi Samsul,"Lebi menarik dengan adanya warung kelontong madura...
Belanja kapan aja pasti buka.....",2023-10-14,Kotagede
yosef endro widiatmoko,"Bagi yang ingin melihat pasar tradisional, pasar legi Kotagede Jogja, makanan tradisional jamu dll masih ada, pasar burung , pernak pernik, klthikan juga ada, kalo beruntung bisa dapat barang lama dengan harha terjangkau",2019-10-14,Kotagede
Fajar Yulianto,"Pasar yang satu ini banyak kuliner enak untuk dicoba dan dinikmati,bikin penasarankan...cobain aja!!!",2023-10-14,Kotagede
SL AE,Makanan tradisional selalu ada. Paling ramai pada setiap Legi (hari Jawa). Di sini menjadi pasar hewan juga. Jual beli berbagai macam unggas termasuk  burung.,2017-10-14,Kotagede
Annisa Rizkyta Tresnatmaja (Caca),"kalo siang pasar tradisional,,tapi kalo malem tutup dan di luaran pasar dipake untuk buka lapak mulai dari barang bekas sampai baru.. dengan aneka jajanan dan hiburan odong"" untuk anak kecil",2018-10-14,Kotagede
Anom 04,"Lumayan karena letak lokasi yg berada tepat di tengah kota jg pemukiman,dgn tiga sisi jalan,dan justru ramainya di sore hari karena aneka kuliner terdapat di sana.",2020-10-14,Kotagede
sam ibenk,Pasar tradisional yg masih bertahan di kota Yogyakarta. Pasar bagian dalam cukup bersih namun bagian luar dipenuhi pedagang yg menjajakan di pinggir jalan sehingga membuat macet.,2021-10-14,Kotagede
ARYO DJENDRA,"Pasar tradisional lama ini sih, bisa sekalian jalan2 dilorong lorong perkampungan Kotagede, kalo pake mobil susah parkir jya",2023-10-14,Kotagede
Nugraha Pangarsa,"Pasarnya bersih, ragam orang jualan banyak sekali, mulai bahan mentah dan yg sudah masak. Harga tergolong murah, cuma jalan menuju pasar sering macet, krn jalannya sempit",2018-10-14,Kotagede
Totok Sudianto,"Menu Jajanan pasarnya komplit..tempat kurang nyaman nggak ada tempat parkir terpaksa parkir di jalan..perlu di rehab padahal harga2 disini miring, murah dan cukup fress..",2019-10-14,Kotagede
Elfi Marzuni,"Kalau pasaran wage, jalan utara pasar macet. Pengaturan pedagang dan area pakir perlu ditata sebaik mungkin.",2023-10-14,Kotagede
Indriyaningsih indriyaningsih,"Pasar kota gede, pasar yg selalu ada kegiatan transaksi sepanjang siang smp sore hari dan petang, bila pagi pasat tradisional ini lengkap menjual segala kebutuhan dapur dan lain sebagainya, namun bila sore hari sampe petang didominasi oleh …",2019-10-14,Kotagede
Sur Yanti,"Jajanan pasar relatif murah,klo sore di barat pasar jga ada macam2 snak, harga terjangkau",2023-10-14,Kotagede
Asyraf daib aufani,"Senang ramai juga komplit banyak aneka jajanan pasar,saya lebih suka datang pada waktu sore apa malam.",2022-10-14,Kotagede
Galuh Sekar Pamuji,"Jam 12 udah banyak yg tutup tapi masih ada yg buka. Jamunya enak, fresh from tangan penjualnya.",2022-10-14,Kotagede
Jegger Istadi,"Kalau malam hari, banyak pedagang makanan aneka macam, di tambah para pedagang klitikan ikut meramai kan suasana lingkungan pasar...",2021-10-14,Kotagede
Bunda TATA & ASYIFA Haque,"Komplit semua persedian sembako dan kebutuhan pokok ada, dan harganya murah, dari jajanan pasar tempo dlu, baju, sampai toko emas pun ada.. pasar malamnya juga ada, semua harganya miriiiiiiiing bgt, …",2019-10-14,Kotagede
Comedy Everyday,"Pedagang meleber sampai ke jalan dan mengakibatkan macet
Mohon pemerintah setempat segera menertibkan para pedagang untuk berjualan di dalam pasar karena lapak di dalam pasar malah kebanyakan masih kosong",2019-10-14,Kotagede
Putri Violawati,"Sekarang kalo di Pasar Kotagede juga udah lumayan lengkap. Yang mau beli sayur, buah, jajan pasar, baju, dll itu juga udah ada 👍 …",2022-10-14,Kotagede
oetomo yacob,"Waduh parkir roda 4 sangat susah,perlu di benahi masalah parkir biar yang hobi ke pasar tradisional ndak kapok,agar pedagang bisa tetep eksis",2022-10-14,Kotagede
TWO WHEEL ENTHUSIAST,Tukang parkir rese...sering digunakan mabuk-mabukan disore hari...mengganggu kenyamanan...pihak terkait sepertinya juga acuh,2022-10-14,Kotagede
Suci Hartanti,"Pasar yang buka 24 jam. Banyak tersedia lebytyhan sehari-hari, banyak jajanan dijajakan, dan klitikan atau barang bekas",2021-10-14,Kotagede
